Name,Sex,Age,Height,Weight,Team,Year,Season,City,Sport,Medal
Ramazan Paliani,M,18.0,172.0,57.0,Unified Team,1992,Summer,Barcelona,Boxing,Bronze
Katalin Plinger,F,21.0,183.0,72.0,Hungary,2000,Summer,Sydney,Handball,Silver
Ireneusz Paliski,M,28.0,181.0,86.5,Poland,1960,Summer,Roma,Weightlifting,Gold
Ireneusz Paliski,M,32.0,181.0,86.5,Poland,1964,Summer,Tokyo,Weightlifting,Bronze
Diana Boneva Paliyska,F,22.0,173.0,66.0,Bulgaria,1988,Summer,Seoul,Canoeing,Silver
Diana Boneva Paliyska,F,22.0,173.0,66.0,Bulgaria,1988,Summer,Seoul,Canoeing,Bronze
Olga Pall (-Scartezzini),F,20.0,170.0,69.0,Austria,1968,Winter,Grenoble,Alpine Skiing,Gold
Bror Viking Palm,M,28.0,181.0,87.0,Sweden,1952,Summer,Helsinki,Wrestling,Gold
Adiel Palma Lpez,M,33.0,190.0,77.0,Cuba,2004,Summer,Athina,Baseball,Gold
Adiel Palma Lpez,M,37.0,190.0,77.0,Cuba,2008,Summer,Beijing,Baseball,Silver
Henry Crawford Palmer,M,29.0,208.0,105.0,France,2000,Summer,Sydney,Basketball,Silver
Kirk Palmer,M,21.0,194.0,87.0,Australia,2008,Summer,Beijing,Swimming,Bronze
Kylie Jayne Palmer,F,18.0,172.0,64.0,Australia,2008,Summer,Beijing,Swimming,Gold
Kylie Jayne Palmer,F,22.0,172.0,64.0,Australia,2012,Summer,London,Swimming,Silver
Paul Rory Palmer,M,21.0,200.0,95.0,Great Britain,1996,Summer,Atlanta,Swimming,Silver
Bengt Valdemar Palmquist,M,33.0,176.0,72.0,Slaghoken II,1956,Summer,Melbourne,Sailing,Gold
Marko Mikael Palo,M,26.0,180.0,88.0,Finland,1994,Winter,Lillehammer,Ice Hockey,Bronze
Angelo Palombo,M,22.0,176.0,72.0,Italy,2004,Summer,Athina,Football,Bronze
Kroly Palotai (Priskin),M,29.0,175.0,75.0,Hungary,1964,Summer,Tokyo,Football,Gold
Gregorio Paltrinieri,M,21.0,191.0,72.0,Italy,2016,Summer,Rio de Janeiro,Swimming,Gold
Kristjan Palusalu,M,28.0,185.0,110.0,Estonia,1936,Summer,Berlin,Wrestling,Gold
Marja-Helena Plvil,F,27.0,176.0,70.0,Finland,1998,Winter,Nagano,Ice Hockey,Bronze
Abdon Pamich,M,26.0,184.0,72.0,Italy,1960,Summer,Roma,Athletics,Bronze
Abdon Pamich,M,31.0,184.0,72.0,Italy,1964,Summer,Tokyo,Athletics,Gold
"Andr Felipe ""Pampa"" Falbo Ferreira",M,27.0,194.0,90.0,Brazil,1992,Summer,Barcelona,Volleyball,Gold
Pan Feihong,F,27.0,173.0,57.0,China,2016,Summer,Rio de Janeiro,Rowing,Bronze
Pan Fengzhen,F,23.0,176.0,64.0,China,2008,Summer,Beijing,Hockey,Silver
Josef Panek,M,38.0,180.0,92.0,Czechoslovakia,1976,Summer,Montreal,Shooting,Gold
Yuriy Petrovych Panchenko,M,21.0,198.0,96.0,Soviet Union,1980,Summer,Moskva,Volleyball,Gold
Yuriy Petrovych Panchenko,M,29.0,198.0,96.0,Soviet Union,1988,Summer,Seoul,Volleyball,Silver
Liudmyla Mykhailivna Panchuk (-Kolomiyets),F,20.0,173.0,71.0,Soviet Union,1976,Summer,Montreal,Handball,Gold
Zoran Pani,M,26.0,183.0,83.0,Yugoslavia,1980,Summer,Moskva,Rowing,Silver
Zoran Pani,M,30.0,183.0,83.0,Yugoslavia,1984,Summer,Los Angeles,Rowing,Bronze
Mikls Pncsics,M,24.0,185.0,80.0,Hungary,1968,Summer,Mexico City,Football,Gold
Mikls Pncsics,M,28.0,185.0,80.0,Hungary,1972,Summer,Munich,Football,Silver
Umberto Panerai,M,23.0,187.0,80.0,Italy,1976,Summer,Montreal,Water Polo,Silver
Aleksandr Vasilyevich Panfilov,M,19.0,175.0,75.0,Soviet Union,1980,Summer,Moskva,Cycling,Silver
Pang Jiaying,F,19.0,178.0,64.0,China,2004,Summer,Athina,Swimming,Silver
Pang Jiaying,F,23.0,178.0,64.0,China,2008,Summer,Beijing,Swimming,Bronze
Pang Jiaying,F,23.0,178.0,64.0,China,2008,Summer,Beijing,Swimming,Silver
Pang Qing,F,30.0,160.0,46.0,China-2,2010,Winter,Vancouver,Figure Skating,Silver
Pang Wei,M,22.0,178.0,77.0,China,2008,Summer,Beijing,Shooting,Gold
Pang Wei,M,30.0,178.0,77.0,China,2016,Summer,Rio de Janeiro,Shooting,Bronze
Herbert Pankau,M,23.0,176.0,70.0,Germany,1964,Summer,Tokyo,Football,Bronze
Nikolay Ivanovich Pankin,M,19.0,178.0,74.0,Soviet Union,1968,Summer,Mexico City,Swimming,Bronze
Viktor Aleksandrovich Pankrashkin,M,31.0,220.0,112.0,Soviet Union,1988,Summer,Seoul,Basketball,Gold
Denis Vladimirovich Pankratov,M,22.0,188.0,84.0,Russia,1996,Summer,Atlanta,Swimming,Gold
Denis Vladimirovich Pankratov,M,22.0,188.0,84.0,Russia,1996,Summer,Atlanta,Swimming,Silver
Kharikleia Pantazi,F,15.0,164.0,41.0,Greece,2000,Summer,Sydney,Rhythmic Gymnastics,Bronze
Michelle Ann Panter,F,28.0,170.0,66.0,Great Britain,2012,Summer,London,Hockey,Bronze
Ion Panuru,M,33.0,172.0,77.0,Romania-1,1968,Winter,Grenoble,Bobsleigh,Bronze
Yury Borisovich Pantyukhov,M,24.0,175.0,75.0,Soviet Union,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Gold
Yekaterina Andreyevna Pantyulina-Lisunova,F,26.0,175.0,64.0,Russia,2016,Summer,Rio de Janeiro,Water Polo,Bronze
Aleksandr Eduardovich Panzhinsky,M,20.0,184.0,78.0,Russia,2010,Winter,Vancouver,Cross Country Skiing,Silver
Hermann Panzo,M,22.0,180.0,77.0,France,1980,Summer,Moskva,Athletics,Bronze
Gianfranco Paolucci,M,30.0,190.0,85.0,Italy,1964,Summer,Tokyo,Fencing,Silver
Sofia Papadopoulou,F,24.0,166.0,65.0,Greece,2008,Summer,Beijing,Sailing,Bronze
Adam Stanisaw Pape,M,32.0,172.0,62.0,Poland,1928,Summer,Amsterdam,Fencing,Bronze
Adam Stanisaw Pape,M,37.0,172.0,62.0,Poland,1932,Summer,Los Angeles,Fencing,Bronze
Samuele Papi,M,23.0,190.0,84.0,Italy,1996,Summer,Atlanta,Volleyball,Silver
Samuele Papi,M,27.0,190.0,84.0,Italy,2000,Summer,Sydney,Volleyball,Bronze
Samuele Papi,M,31.0,190.0,84.0,Italy,2004,Summer,Athina,Volleyball,Silver
Samuele Papi,M,39.0,190.0,84.0,Italy,2012,Summer,London,Volleyball,Bronze
Ulrich Papke,M,30.0,193.0,95.0,Germany,1992,Summer,Barcelona,Canoeing,Silver
Ulrich Papke,M,30.0,193.0,95.0,Germany,1992,Summer,Barcelona,Canoeing,Gold
Lajos Papp,M,28.0,175.0,62.0,Hungary,1972,Summer,Munich,Shooting,Bronze
Veryan Guy Henry Pappin,M,30.0,183.0,82.0,Great Britain,1988,Summer,Seoul,Hockey,Gold
Ioana Cristina Papuc-Rotaru,F,20.0,183.0,79.0,Romania,2004,Summer,Athina,Rowing,Gold
Ioana Cristina Papuc-Rotaru,F,24.0,183.0,79.0,Romania,2008,Summer,Beijing,Rowing,Bronze
Karen Paquin,F,29.0,172.0,70.0,Canada,2016,Summer,Rio de Janeiro,Rugby Sevens,Bronze
Serhiy Volodymyrovych Paramonov,M,26.0,191.0,89.0,Soviet Union,1972,Summer,Munich,Fencing,Bronze
Svetlana Vyacheslavovna Paramygina,F,28.0,164.0,60.0,Belarus,1994,Winter,Lillehammer,Biathlon,Silver
"Constance Anne ""Connie"" Paraskevin-Young",F,27.0,160.0,55.0,United States,1988,Summer,Seoul,Cycling,Bronze
Hansle George Parchment,M,22.0,196.0,90.0,Jamaica,2012,Summer,London,Athletics,Bronze
Juan Paredes Miranda,M,23.0,171.0,57.0,Mexico,1976,Summer,Montreal,Boxing,Bronze
Matas Enrique Paredes,M,34.0,176.0,74.0,Argentina,2016,Summer,Rio de Janeiro,Hockey,Gold
"Jennifer ""Jenny"" Pareja Lisalde",F,28.0,174.0,63.0,Spain,2012,Summer,London,Water Polo,Silver
Nicols Martn Pareja,M,24.0,177.0,70.0,Argentina,2008,Summer,Beijing,Football,Gold
Andrea Parenti,M,31.0,178.0,80.0,Italy,1996,Summer,Atlanta,Archery,Bronze
Eduardo Paret Prez,M,23.0,170.0,80.0,Cuba,1996,Summer,Atlanta,Baseball,Gold
Eduardo Paret Prez,M,31.0,170.0,80.0,Cuba,2004,Summer,Athina,Baseball,Gold
Eduardo Paret Prez,M,35.0,170.0,80.0,Cuba,2008,Summer,Beijing,Baseball,Silver
Paula Beln Pareto,F,22.0,150.0,48.0,Argentina,2008,Summer,Beijing,Judo,Bronze
Paula Beln Pareto,F,30.0,150.0,48.0,Argentina,2016,Summer,Rio de Janeiro,Judo,Gold
Vladimir Vladimirovich Parfenovich,M,21.0,192.0,90.0,Soviet Union,1980,Summer,Moskva,Canoeing,Gold
"Zachary Justin ""Zach"" Parise",M,25.0,170.0,89.0,United States,2010,Winter,Vancouver,Ice Hockey,Silver
Angelo Parisi,M,19.0,185.0,110.0,Great Britain,1972,Summer,Munich,Judo,Bronze
Angelo Parisi,M,27.0,185.0,110.0,France,1980,Summer,Moskva,Judo,Gold
Angelo Parisi,M,27.0,185.0,110.0,France,1980,Summer,Moskva,Judo,Silver
Angelo Parisi,M,31.0,185.0,110.0,France,1984,Summer,Los Angeles,Judo,Silver
Giovanni Parisi,M,20.0,168.0,57.0,Italy,1988,Summer,Seoul,Boxing,Gold
Park Chan-Suk,F,25.0,191.0,75.0,South Korea,1984,Summer,Los Angeles,Basketball,Silver
Park Do-Heon,M,24.0,185.0,87.0,South Korea,1988,Summer,Seoul,Handball,Silver
Park Eun-Chul,M,27.0,163.0,55.0,South Korea,2008,Summer,Beijing,Wrestling,Bronze
Park Gyeong-Mo,M,28.0,185.0,76.0,South Korea,2004,Summer,Athina,Archery,Gold
Park Gyeong-Mo,M,32.0,185.0,76.0,South Korea,2008,Summer,Beijing,Archery,Silver
Park Gyeong-Mo,M,32.0,185.0,76.0,South Korea,2008,Summer,Beijing,Archery,Gold
Park Gyeong-Wan,M,28.0,178.0,86.0,South Korea,2000,Summer,Sydney,Baseball,Bronze
Park Hye-Won,F,18.0,165.0,56.0,South Korea,2002,Winter,Salt Lake City,Short Track Speed Skating,Gold
Park In-Bee,F,28.0,168.0,65.0,South Korea,2016,Summer,Rio de Janeiro,Golf,Gold
Park Jae-Hong,M,27.0,176.0,82.0,South Korea,2000,Summer,Sydney,Baseball,Bronze
Park Jang-Sun,M,20.0,171.0,73.0,South Korea,1988,Summer,Seoul,Wrestling,Silver
Park Jang-Sun,M,24.0,171.0,73.0,South Korea,1992,Summer,Barcelona,Wrestling,Gold
Park Jang-Sun,M,28.0,171.0,73.0,South Korea,1996,Summer,Atlanta,Wrestling,Silver
Park Jeong-Hui,F,33.0,175.0,65.0,South Korea,2008,Summer,Beijing,Handball,Bronze
Park Jin-Man,M,23.0,177.0,78.0,South Korea,2000,Summer,Sydney,Baseball,Bronze
Park Jin-Man,M,31.0,177.0,78.0,South Korea,2008,Summer,Beijing,Baseball,Gold
Park Jong-Ho,M,27.0,176.0,75.0,South Korea,2000,Summer,Sydney,Baseball,Bronze
Park Jong-Hun,M,23.0,166.0,61.0,South Korea,1988,Summer,Seoul,Gymnastics,Bronze
Park Jong-Wu,M,23.0,180.0,74.0,South Korea,2012,Summer,London,Football,Bronze
Park Ju-Bong,M,27.0,182.0,68.0,South Korea-1,1992,Summer,Barcelona,Badminton,Gold
Park Ju-Bong,M,31.0,182.0,68.0,South Korea-2,1996,Summer,Atlanta,Badminton,Silver
Park Ju-Yeong,M,27.0,183.0,70.0,South Korea,2012,Summer,London,Football,Bronze
Park Mi-Geum,F,20.0,173.0,66.0,South Korea,1976,Summer,Montreal,Volleyball,Bronze
Park Mi-Yeong,F,26.0,161.0,56.0,South Korea,2008,Summer,Beijing,Table Tennis,Bronze
Park Sang-Young,M,20.0,177.0,73.0,South Korea,2016,Summer,Rio de Janeiro,Fencing,Gold
Park Seok-Jin,M,28.0,179.0,75.0,South Korea,2000,Summer,Sydney,Baseball,Bronze
Park Seong-Hyeon,F,21.0,170.0,72.0,South Korea,2004,Summer,Athina,Archery,Gold
Park Seong-Hyeon,F,25.0,170.0,72.0,South Korea,2008,Summer,Beijing,Archery,Silver
Park Seong-Hyeon,F,25.0,170.0,72.0,South Korea,2008,Summer,Beijing,Archery,Gold
Park Seong-Su,M,18.0,180.0,69.0,South Korea,1988,Summer,Seoul,Archery,Silver
Park Seong-Su,M,18.0,180.0,69.0,South Korea,1988,Summer,Seoul,Archery,Gold
Park Seung-Hui,F,17.0,168.0,58.0,South Korea,2010,Winter,Vancouver,Short Track Speed Skating,Bronze
Park Seung-Hui,F,21.0,168.0,58.0,South Korea,2014,Winter,Sochi,Short Track Speed Skating,Bronze
Park Seung-Hui,F,21.0,168.0,58.0,South Korea,2014,Winter,Sochi,Short Track Speed Skating,Gold
Park Si-Heon,M,22.0,179.0,71.0,South Korea,1988,Summer,Seoul,Boxing,Gold
Park Sun-Ja,F,22.0,163.0,54.0,South Korea,1988,Summer,Seoul,Hockey,Silver
Park Tae-Hwan,M,18.0,183.0,73.0,South Korea,2008,Summer,Beijing,Swimming,Silver
Park Tae-Hwan,M,18.0,183.0,73.0,South Korea,2008,Summer,Beijing,Swimming,Gold
Park Tae-Hwan,M,22.0,183.0,73.0,South Korea,2012,Summer,London,Swimming,Silver
Park Yeong-Cheol,M,22.0,175.0,80.0,South Korea,1976,Summer,Montreal,Judo,Bronze
Park Yeong-Dae,M,24.0,188.0,79.0,South Korea,1988,Summer,Seoul,Handball,Silver
Adrian Philip Parker,M,25.0,182.0,79.0,Great Britain,1976,Summer,Montreal,Modern Pentathlon,Gold
Bridget Parker,F,33.0,162.0,52.0,Great Britain,1972,Summer,Munich,Equestrianism,Gold
Candace Nicole Parker (-Williams),F,22.0,193.0,80.0,United States,2008,Summer,Beijing,Basketball,Gold
Candace Nicole Parker (-Williams),F,26.0,193.0,80.0,United States,2012,Summer,London,Basketball,Gold
Denise Parker (Knudson- -Smith),F,14.0,165.0,59.0,United States,1988,Summer,Seoul,Archery,Bronze
"Roger ""Jack"" Parker",M,20.0,187.0,84.0,United States,1936,Summer,Berlin,Athletics,Bronze
Jason Parker,M,30.0,185.0,81.0,Canada,2006,Winter,Torino,Speed Skating,Silver
John Michael Parker,M,25.0,188.0,86.0,United States,1972,Summer,Munich,Water Polo,Bronze
Kelly Parker,F,31.0,156.0,53.0,Canada,2012,Summer,London,Football,Bronze
Vitaly Mikhaylovich Parkhimovich,M,25.0,177.0,84.0,Soviet Union,1968,Summer,Mexico City,Shooting,Bronze
Irina Vladimirovna Parkhomchuk (-Kirillova),F,23.0,178.0,73.0,Soviet Union,1988,Summer,Seoul,Volleyball,Gold
William Arthur Parkin,M,24.0,170.0,65.0,New Zealand,1976,Summer,Montreal,Hockey,Gold
Terence Michael Parkin,M,20.0,185.0,82.0,South Africa,2000,Summer,Sydney,Swimming,Silver
Sheila Hilary Parkin-Sherwood,F,22.0,168.0,61.0,Great Britain,1968,Summer,Mexico City,Athletics,Silver
Tessa Parkinson,F,21.0,177.0,66.0,Australia,2008,Summer,Beijing,Sailing,Gold
"Lauri Rikhard ""Lassi"" Parkkinen",M,30.0,178.0,72.0,Finland,1948,Winter,Sankt Moritz,Speed Skating,Silver
"William Wilson ""Bill"" Parks",M,38.0,190.0,93.0,Shrew II,1960,Summer,Roma,Sailing,Bronze
"Gregory Roy ""Greg"" Parks",M,26.0,175.0,82.0,Canada,1994,Winter,Lillehammer,Ice Hockey,Silver
"Maxwell Lander ""Maxie"" Parks",M,25.0,188.0,78.0,United States,1976,Summer,Montreal,Athletics,Gold
Erik Robert Parlevliet,M,24.0,193.0,89.0,Netherlands,1988,Summer,Seoul,Hockey,Bronze
Mate Parlov,M,23.0,184.0,81.0,Yugoslavia,1972,Summer,Munich,Boxing,Gold
"Cynthia Marie ""Cindy"" Parlow",F,18.0,177.0,66.0,United States,1996,Summer,Atlanta,Football,Gold
"Cynthia Marie ""Cindy"" Parlow",F,22.0,177.0,66.0,United States,2000,Summer,Sydney,Football,Silver
"Cynthia Marie ""Cindy"" Parlow",F,26.0,177.0,66.0,United States,2004,Summer,Athina,Football,Gold
Ji Parma,M,29.0,174.0,74.0,Czechoslovakia,1992,Winter,Albertville,Ski Jumping,Bronze
Rosario Parmegiani,M,23.0,174.0,77.0,Italy,1960,Summer,Roma,Water Polo,Gold
Simone Parodi,M,26.0,196.0,82.0,Italy,2012,Summer,London,Volleyball,Bronze
Hubert Andr Parot,M,43.0,168.0,76.0,France,1976,Summer,Montreal,Equestrianism,Gold
"James Vo ""Jim"" Parque",M,20.0,180.0,77.0,United States,1996,Summer,Atlanta,Baseball,Bronze
Derek Parra,M,31.0,162.0,64.0,United States,2002,Winter,Salt Lake City,Speed Skating,Gold
Derek Parra,M,31.0,162.0,64.0,United States,2002,Winter,Salt Lake City,Speed Skating,Silver
Shannon Parry,F,26.0,170.0,70.0,Australia,2016,Summer,Rio de Janeiro,Rugby Sevens,Gold
"Stephen Benjamin ""Steve"" Parry",M,27.0,194.0,90.0,Great Britain,2004,Summer,Athina,Swimming,Bronze
Krisztin Pars,M,30.0,188.0,116.0,Hungary,2012,Summer,London,Athletics,Gold
Lea Ann Parsley,F,33.0,175.0,66.0,United States,2002,Winter,Salt Lake City,Skeleton,Silver
Anja Sofia Tess Prson,F,20.0,170.0,81.0,Sweden,2002,Winter,Salt Lake City,Alpine Skiing,Silver
Anja Sofia Tess Prson,F,20.0,170.0,81.0,Sweden,2002,Winter,Salt Lake City,Alpine Skiing,Bronze
Anja Sofia Tess Prson,F,24.0,170.0,81.0,Sweden,2006,Winter,Torino,Alpine Skiing,Bronze
Anja Sofia Tess Prson,F,24.0,170.0,81.0,Sweden,2006,Winter,Torino,Alpine Skiing,Gold
Anja Sofia Tess Prson,F,28.0,170.0,81.0,Sweden,2010,Winter,Vancouver,Alpine Skiing,Bronze
Daniel Liam Parsons,M,31.0,185.0,73.0,Canada,2008,Summer,Beijing,Rowing,Bronze
Sarah Sturgis Parsons,F,18.0,173.0,64.0,United States,2006,Winter,Torino,Ice Hockey,Bronze
Jnos Parti,M,19.0,182.0,83.0,Hungary,1952,Summer,Helsinki,Canoeing,Silver
Jnos Parti,M,24.0,182.0,83.0,Hungary,1956,Summer,Melbourne,Canoeing,Silver
Jnos Parti,M,27.0,182.0,83.0,Hungary,1960,Summer,Roma,Canoeing,Gold
"Robert Douglas ""Doug"" Partie",M,26.0,198.0,93.0,United States,1988,Summer,Seoul,Volleyball,Gold
"Robert Douglas ""Doug"" Partie",M,30.0,198.0,93.0,United States,1992,Summer,Barcelona,Volleyball,Bronze
"Alexander Matthew ""Alex"" Partridge",M,27.0,193.0,96.0,Great Britain,2008,Summer,Beijing,Rowing,Silver
"Alexander Matthew ""Alex"" Partridge",M,31.0,193.0,96.0,Great Britain,2012,Summer,London,Rowing,Bronze
Kathleen Anne Partridge,F,24.0,170.0,72.0,Australia,1988,Summer,Seoul,Hockey,Gold
Artur Jerzy Partyka,M,22.0,193.0,71.0,Poland,1992,Summer,Barcelona,Athletics,Bronze
Artur Jerzy Partyka,M,26.0,193.0,71.0,Poland,1996,Summer,Atlanta,Athletics,Silver
Ryszard Wadysaw Parulski,M,26.0,188.0,85.0,Poland,1964,Summer,Tokyo,Fencing,Silver
Ryszard Wadysaw Parulski,M,30.0,188.0,85.0,Poland,1968,Summer,Mexico City,Fencing,Bronze
Gabriella Paruzzi,F,22.0,173.0,62.0,Italy,1992,Winter,Albertville,Cross Country Skiing,Bronze
Gabriella Paruzzi,F,24.0,173.0,62.0,Italy,1994,Winter,Lillehammer,Cross Country Skiing,Bronze
Gabriella Paruzzi,F,28.0,173.0,62.0,Italy,1998,Winter,Nagano,Cross Country Skiing,Bronze
Gabriella Paruzzi,F,32.0,173.0,62.0,Italy,2002,Winter,Salt Lake City,Cross Country Skiing,Gold
Gabriella Paruzzi,F,36.0,173.0,62.0,Italy,2006,Winter,Torino,Cross Country Skiing,Bronze
"Katri Vellamo ""Kaisa"" Parviainen",F,33.0,164.0,54.0,Finland,1948,Summer,London,Athletics,Silver
"Aleksandr ""Alex"" Parygin",M,23.0,180.0,75.0,Kazakhstan,1996,Summer,Atlanta,Modern Pentathlon,Gold
Frank Paschek,M,24.0,183.0,72.0,East Germany,1980,Summer,Moskva,Athletics,Silver
Alan Peter Pascoe,M,24.0,185.0,74.0,Great Britain,1972,Summer,Munich,Athletics,Silver
Mara Lucila Pascua Surez,F,33.0,196.0,93.0,Spain,2016,Summer,Rio de Janeiro,Basketball,Silver
Duan Paek,M,23.0,184.0,85.0,Czechoslovakia,1984,Winter,Sarajevo,Ice Hockey,Silver
Mariya Valeryevna Paseka,F,17.0,161.0,48.0,Russia,2012,Summer,London,Gymnastics,Silver
Mariya Valeryevna Paseka,F,17.0,161.0,48.0,Russia,2012,Summer,London,Gymnastics,Bronze
Mariya Valeryevna Paseka,F,21.0,161.0,48.0,Russia,2016,Summer,Rio de Janeiro,Gymnastics,Silver
Aleksandr Konstantinovich Pashkov,M,27.0,183.0,80.0,Soviet Union,1972,Winter,Sapporo,Ice Hockey,Gold
Anne Pashley (-Irons),F,21.0,162.0,50.0,Great Britain,1956,Summer,Melbourne,Athletics,Silver
Mincho Pashov,M,18.0,166.0,67.0,Bulgaria,1980,Summer,Moskva,Weightlifting,Bronze
Eva Paskuy (Baldeweg-),F,27.0,170.0,66.0,East Germany,1976,Summer,Montreal,Handball,Silver
Tomislav Pakvalin,M,22.0,204.0,105.0,Yugoslavia,1984,Summer,Los Angeles,Water Polo,Gold
Tomislav Pakvalin,M,27.0,204.0,105.0,Yugoslavia,1988,Summer,Seoul,Water Polo,Gold
Anna Borisovna Pasokha,F,27.0,174.0,78.0,Soviet Union,1976,Summer,Montreal,Rowing,Bronze
arko Paspalj,M,22.0,206.0,101.0,Yugoslavia,1988,Summer,Seoul,Basketball,Silver
arko Paspalj,M,30.0,206.0,101.0,Serbia and Montenegro,1996,Summer,Atlanta,Basketball,Silver
Pasquale Passarelli,M,27.0,162.0,57.0,West Germany,1984,Summer,Los Angeles,Wrestling,Gold
Johann Passler,M,26.0,178.0,78.0,Italy,1988,Winter,Calgary,Biathlon,Bronze
Gianpiero Pastore,M,28.0,180.0,78.0,Italy,2004,Summer,Athina,Fencing,Silver
Gianpiero Pastore,M,32.0,180.0,78.0,Italy,2008,Summer,Beijing,Fencing,Bronze
Giacomo Pastorino,M,32.0,191.0,89.0,Italy,2012,Summer,London,Water Polo,Silver
Aneta Pastuszka-Konieczna,F,22.0,168.0,73.0,Poland,2000,Summer,Sydney,Canoeing,Bronze
Aneta Pastuszka-Konieczna,F,26.0,168.0,73.0,Poland,2004,Summer,Athina,Canoeing,Bronze
Aneta Pastuszka-Konieczna,F,30.0,168.0,73.0,Poland,2008,Summer,Beijing,Canoeing,Silver
Glenn Scott Patching,M,22.0,189.0,84.0,Australia,1980,Summer,Moskva,Swimming,Gold
Mohan Magan Patel,M,23.0,170.0,64.0,New Zealand,1976,Summer,Montreal,Hockey,Gold
Ramesh Unka Patel,M,22.0,176.0,70.0,New Zealand,1976,Summer,Montreal,Hockey,Gold
Pavel Patera,M,26.0,184.0,83.0,Czech Republic,1998,Winter,Nagano,Ice Hockey,Gold
Fernando Paternoster,M,24.0,179.0,70.0,Argentina,1928,Summer,Amsterdam,Football,Silver
Eric Evan Paterson,M,22.0,175.0,70.0,Canada,1952,Winter,Oslo,Ice Hockey,Gold
Luke Patience,M,25.0,167.0,59.0,Great Britain,2012,Summer,London,Sailing,Silver
Bandu Patil,M,28.0,160.0,61.0,India,1964,Summer,Tokyo,Hockey,Gold
Vladimir Leonidovich Patkin,M,26.0,187.0,83.0,Soviet Union,1972,Summer,Munich,Volleyball,Bronze
"Paraskevi ""Voula"" Patoulidou (-Zarzavatsidou)",F,27.0,167.0,60.0,Greece,1992,Summer,Barcelona,Athletics,Gold
"Aneta ""Anca"" Ptrcoiu",F,16.0,179.0,73.0,Romania,1984,Summer,Los Angeles,Swimming,Bronze
Yury Patrikeyev,M,28.0,195.0,120.0,Armenia,2008,Summer,Beijing,Wrestling,Bronze
Aleksandra Vyacheslavovna Patskevich,F,23.0,169.0,69.0,Russia,2012,Summer,London,Synchronized Swimming,Gold
Aleksandra Vyacheslavovna Patskevich,F,27.0,169.0,69.0,Russia,2016,Summer,Rio de Janeiro,Synchronized Swimming,Gold
"Cassandra Lily ""Cassie"" Patten",F,21.0,178.0,81.0,Great Britain,2008,Summer,Beijing,Swimming,Bronze
"Samuel ""Sam"" Patten",M,21.0,194.0,90.0,Australia,1984,Summer,Los Angeles,Rowing,Bronze
Carly Rae Patterson (-Caldwell),F,16.0,152.0,44.0,United States,2004,Summer,Athina,Gymnastics,Gold
Carly Rae Patterson (-Caldwell),F,16.0,152.0,44.0,United States,2004,Summer,Athina,Gymnastics,Silver
Floyd Patterson,M,17.0,183.0,75.0,United States,1952,Summer,Helsinki,Boxing,Gold
"Audrey ""Mickey"" Patterson (-Tyler)",F,21.0,170.0,51.0,United States,1948,Summer,London,Athletics,Bronze
Rodney Stuart Pattisson,M,25.0,175.0,70.0,Great Britain,1968,Summer,Mexico City,Sailing,Gold
Rodney Stuart Pattisson,M,29.0,175.0,70.0,Great Britain,1972,Summer,Munich,Sailing,Gold
Rodney Stuart Pattisson,M,32.0,175.0,70.0,Great Britain,1976,Summer,Montreal,Sailing,Silver
Darvis Darell Patton,M,26.0,183.0,79.0,United States,2004,Summer,Athina,Athletics,Silver
"Melvin Emery ""Mel"" Patton",M,23.0,185.0,72.0,United States,1948,Summer,London,Athletics,Gold
"Edward Bickford ""Ted"" Patton",M,22.0,203.0,93.0,United States,1988,Summer,Seoul,Rowing,Bronze
Cdric Paty,M,27.0,194.0,93.0,France,2008,Summer,Beijing,Handball,Gold
Ivan Patzaichin,M,18.0,176.0,79.0,Romania,1968,Summer,Mexico City,Canoeing,Gold
Ivan Patzaichin,M,22.0,176.0,79.0,Romania,1972,Summer,Munich,Canoeing,Gold
Ivan Patzaichin,M,22.0,176.0,79.0,Romania,1972,Summer,Munich,Canoeing,Silver
Ivan Patzaichin,M,30.0,176.0,79.0,Romania,1980,Summer,Moskva,Canoeing,Silver
Ivan Patzaichin,M,30.0,176.0,79.0,Romania,1980,Summer,Moskva,Canoeing,Gold
Ivan Patzaichin,M,34.0,176.0,79.0,Romania,1984,Summer,Los Angeles,Canoeing,Silver
Ivan Patzaichin,M,34.0,176.0,79.0,Romania,1984,Summer,Los Angeles,Canoeing,Gold
Simona Puca (-Rus),F,14.0,150.0,42.0,Romania,1984,Summer,Los Angeles,Gymnastics,Bronze
Simona Puca (-Rus),F,14.0,150.0,42.0,Romania,1984,Summer,Los Angeles,Gymnastics,Gold
"Christopher Emmanuel ""Chris"" Paul",M,23.0,183.0,83.0,United States,2008,Summer,Beijing,Basketball,Gold
"Christopher Emmanuel ""Chris"" Paul",M,27.0,183.0,83.0,United States,2012,Summer,London,Basketball,Gold
Michael Paul,M,23.0,194.0,87.0,West Germany,1984,Summer,Los Angeles,Handball,Silver
"Terrence Michael ""Terry"" Paul",M,27.0,165.0,50.0,Canada,1992,Summer,Barcelona,Rowing,Gold
Maria Paula Gonalves da Silva,F,34.0,174.0,60.0,Brazil,1996,Summer,Atlanta,Basketball,Silver
